Bank Name / Holding Co Name	Nat'l Rank	Bank ID	Bank Location	Charter	Consol Assets (Mil $)	Domestic Assets (Mil $)	Pct Domestic Assets	Pct Cumulative Assets	Domestic Branches	Foreign Branches	IBF	Pct Foreign Owned
FREMONT BK/FREMONT BC	217	739560	FREMONT, CA	SNM	3,423	3,423	100	92	18	0	N	0.00
CENTIER BK/FIRST BSHRS	218	783648	WHITING, IN	SNM	3,380	3,380	100	92	52	0	N	0.00
FIRST NB OF LONG ISLAND/FIRST OF LONG ISLAND CORP	219	837000	GLEN HEAD, NY	NAT	3,366	3,366	100	92	44	0	N	0.00
PEOPLES BK/PEOPLES BC	220	577128	MARIETTA, OH	SMB	3,324	3,324	100	92	74	0	N	0.00
BROADWAY NB/BROADWAY BSHRS	221	474254	SAN ANTONIO, TX	NAT	3,321	3,321	100	92	40	0	N	0.00
GRANDPOINT BK/GRANDPOINT CAP	222	3640283	LOS ANGELES, CA	SNM	3,308	3,308	100	92	13	0	N	0.00
FIRST UNITED B&TC/DURANT BC	223	509950	DURANT, OK	SNM	3,297	3,297	100	92	36	0	N	0.00
PARK STERLING BK/PARK STERLING CORP	224	3470985	CHARLOTTE, NC	SNM	3,166	3,166	100	92	56	0	N	0.00
LAKE FOREST B&TC/WINTRUST FC	225	1917301	LAKE FOREST, IL	SMB	3,149	2,960	94	92	7	0	N	0.00
MORTON CMNTY BK/HOMETOWN CMNTY BC ESOP & T	226	825146	MORTON, IL	SNM	3,139	3,139	100	92	31	0	N	0.00
STOCKMAN BK OF MT/STOCKMAN FC	227	651859	MILES CITY, MT	SNM	3,120	3,120	100	92	36	0	N	0.00
BRYN MAWR TC/BRYN MAWR BK CORP	228	765019	BRYN MAWR, PA	SMB	3,073	3,073	100	92	33	0	N	0.00
BANK OF COLORADO/PINNACLE BC	229	255659	FORT COLLINS, CO	SNM	3,062	3,062	100	92	40	0	N	0.00
MIDLAND ST BK/MIDLAND STATES BANCORP	230	773247	EFFINGHAM, IL	SMB	3,021	3,021	100	92	47	0	N	0.00
MIDWESTONE BK/MIDWESTONE FNCL GRP	231	836843	IOWA CITY, IA	SNM	2,995	2,995	100	92	43	0	N	0.00
UNIVEST B&TC/UNIVEST CORP OF PA	232	354310	SOUDERTON, PA	SMB	2,984	2,984	100	92	45	0	N	0.00
MERCANTILE BK OF MI/MERCANTILE BK CORP	233	2608754	GRAND RAPIDS, MI	SNM	2,980	2,980	100	92	47	0	N	0.00
BANK OF THE CASCADES/CASCADE BC	234	17464	BEND, OR	SNM	2,960	2,960	100	92	48	0	N	0.00
HEARTLAND B&TC/HEARTLAND BC	235	426534	BLOOMINGTON, IL	SNM	2,937	2,937	100	92	64	0	N	0.00
TOTALBANK/	236	790534	MIAMI, FL	SNM	2,926	2,926	100	92	19	0	N	100.00
AMERICAN NB/AMERICAN NAT CORP	237	660655	OMAHA, NE	NAT	2,920	2,920	100	92	38	0	N	0.00
PREFERRED BK/	238	1918344	LOS ANGELES, CA	SNM	2,917	2,917	100	92	11	0	N	0.00
FIRSTBANK/FB FC	239	436159	NASHVILLE, TN	SNM	2,915	2,915	100	92	49	0	N	0.00
HORIZON BK NA/HORIZON BC	240	130541	MICHIGAN CITY, IN	NAT	2,913	2,913	100	92	50	0	N	0.00
GERMAN AMER BC/GERMAN AMER BC	241	37640	JASPER, IN	SNM	2,908	2,908	100	92	50	0	N	0.00
STOCK YARDS B&TC/STOCK YARDS BC	242	317342	LOUISVILLE, KY	SNM	2,907	2,907	100	92	36	0	N	0.00
BURKE & HERBERT B&TC/	243	933621	ALEXANDRIA, VA	SNM	2,886	2,886	100	92	24	0	N	0.00
ALPINE BK/ALPINE BK OF CO	244	260055	GLENWOOD SPRINGS, CO	SNM	2,884	2,884	100	92	42	0	N	0.00
CTBC BK CORP USA/CTBC CAP CORP	245	996260	LOS ANGELES, CA	SNM	2,884	2,884	100	92	11	0	N	100.00
COMMUNITYBANK TX NA/HILLISTER ENT II	246	774262	BEAUMONT, TX	NAT	2,871	2,871	100	92	37	0	N	0.00
FIRST FNCL BK NA/FIRST FC	247	693345	TERRE HAUTE, IN	NAT	2,865	2,865	100	92	67	0	N	0.00
HAPPY ST BK/HAPPY BSHRS	248	466857	HAPPY, TX	SMB	2,862	2,862	100	92	34	0	N	0.00
INTERBANK/OLNEY BSHRS OF TX	249	1187001	OKLAHOMA CITY, OK	SMB	2,828	2,828	100	92	46	0	N	0.00
SUMITOMO MITSUI TR BK USA/	250	925411	HOBOKEN, NJ	SNM	2,820	2,820	100	92	0	0	N	100.00
ATLANTIC CAP BK NA/BANKCAP EQT FUND LLC	251	3555695	CHATTANOOGA, TN	NAT	2,807	2,807	100	92	18	0	N	0.00
CALIFORNIA UNITED BK/CU BC	252	3353172	LOS ANGELES, CA	SNM	2,776	2,776	100	92	8	0	N	0.00
AMERICAN CHARTERED BK/AMERICAN CHARTERED BC	253	231242	SCHAUMBURG, IL	SNM	2,775	2,775	100	92	15	0	N	0.00
CENTRAL TR BK/CENTRAL BANCOMPANY INC	254	853952	JEFFERSON CITY, MO	SMB	2,759	2,759	100	92	11	0	N	0.00
CAPITAL CITY BK/CAPITAL CITY BK GRP	255	876634	TALLAHASSEE, FL	SMB	2,746	2,746	100	92	67	0	N	0.00
HOMETRUST BK/HOMETRUST BSHRS	256	212577	ASHEVILLE, NC	SMB	2,700	2,700	100	92	37	0	N	0.00
FARMERS & MRCH BK CENT CA/FARMERS & MRCH BC	257	808260	LODI, CA	SNM	2,690	2,690	100	92	23	0	N	0.00
BANK OF STOCKTON/1867 WESTERN FC	258	479268	STOCKTON, CA	SNM	2,690	2,690	100	92	18	0	N	0.00
BYLINE BK/BYLINE BC	259	129732	CHICAGO, IL	SNM	2,649	2,649	100	92	70	0	N	0.00
AMERICAN NB TX/ANB HC	260	599764	TERRELL, TX	NAT	2,644	2,644	100	92	25	0	N	0.00
BANKPLUS/BANCPLUS CORP	261	121642	BELZONI, MS	SNM	2,631	2,631	100	92	59	0	N	0.00
FRANKLIN SYNERGY BK/FRANKLIN FNCL NETWORK	262	3635533	FRANKLIN, TN	SMB	2,610	2,610	100	92	11	0	N	0.00
TIB THE INDEP BANKERSBANK/INDEPENDENT BKR FC	263	529958	FARMERS BRANCH, TX	SMB	2,589	2,589	100	92	5	0	N	0.00
LANDMARK BK NA/LANDRUM CO	264	103255	COLUMBIA, MO	NAT	2,585	2,585	100	92	41	0	N	0.00
CITY BK/SOUTH PLAINS FNCL ESOP	265	575254	LUBBOCK, TX	SNM	2,557	2,557	100	92	25	0	N	0.00
RCB BK/RCB HC	266	945053	CLAREMORE, OK	SMB	2,539	2,539	100	92	39	0	N	0.00
MANUFACTURERS BK/	267	930965	LOS ANGELES, CA	SNM	2,535	2,535	100	93	9	0	N	100.00
ANB BK/STURM FNCL GROUP INC	268	828651	DENVER, CO	SMB	2,520	2,520	100	93	32	0	N	0.00
HILLS B&TC/HILLS BC	269	731247	HILLS, IA	SNM	2,520	2,520	100	93	17	0	N	0.00
MERCHANTS BK OF IN/MERCHANTS BC	270	963945	CARMEL, IN	SNM	2,506	2,506	100	93	3	0	N	0.00
FIRST CMNTY BK/FIRST CMNTY BSHRS	271	2353595	BLUEFIELD, VA	SMB	2,471	2,471	100	93	51	0	N	0.00
PARKWAY B&TC/PARKWAY BC	272	1001639	HARWOOD HEIGHTS, IL	SNM	2,464	2,464	100	93	31	0	N	0.00
STANDARD B&TC/STANDARD BSHRS	273	19730	HICKORY HILLS, IL	SNM	2,452	2,452	100	93	33	0	N	0.00
INDEPENDENT BK/INDEPENDENT BK CORP	274	636771	GRAND RAPIDS, MI	SMB	2,441	2,441	100	93	64	0	N	0.00
ENTERPRISE B&TC/ENTERPRISE BC	275	1356768	LOWELL, MA	SNM	2,433	2,433	100	93	21	0	N	0.00
STONEGATE BK/	276	3339046	POMPANO BEACH, FL	SNM	2,405	2,405	100	93	26	0	N	0.00
SOUTHERN B&TC/SOUTHERN BSHRS NC	277	717924	MOUNT OLIVE, NC	SNM	2,404	2,404	100	93	61	0	N	0.00
BANK SNB/SOUTHWEST BC	278	398350	STILLWATER, OK	SMB	2,394	2,394	100	93	31	0	N	0.00
GUARANTY B&TC/GUARANTY BC	279	666657	DENVER, CO	SMB	2,393	2,393	100	93	25	0	N	0.00
BRAND BKG CO/BRAND GRP HOLD	280	701736	LAWRENCEVILLE, GA	SMB	2,379	2,379	100	93	7	0	N	0.00
HERITAGE BK OF CMRC/HERITAGE CMRC CORP	281	2209553	SAN JOSE, CA	SMB	2,378	2,378	100	93	10	0	N	0.00
ALLEGIANCE BK/ALLEGIANCE BSHRS	282	3579589	HOUSTON, TX	SNM	2,365	2,365	100	93	15	0	N	0.00
INWOOD NB/INWOOD BSHRS	283	913753	DALLAS, TX	NAT	2,359	2,359	100	93	14	0	N	0.00
COMMUNITYONE BK NA/COMMUNITYONE BC	284	591825	ASHEBORO, NC	NAT	2,354	2,354	100	93	44	0	N	0.00
CANANDAIGUA NB&TC/CANANDAIGUA NAT CORP	285	161602	CANANDAIGUA, NY	NAT	2,346	2,346	100	93	23	0	N	0.00
AMERICAN BK OF TX/NORTH AMER BSHRS	286	627658	SHERMAN, TX	SNM	2,337	2,337	100	93	33	0	N	0.00
AMBOY BK/AMBOY BC	287	9807	OLD BRIDGE, NJ	SMB	2,324	2,324	100	93	23	0	N	0.00
CNB BK/CNB FC	288	399517	CLEARFIELD, PA	SNM	2,314	2,314	100	93	39	0	N	0.00
TEXAS B&TC/OVERTON FC	289	949154	LONGVIEW, TX	SNM	2,284	2,284	100	93	22	0	N	0.00
WILMINGTON TR NA/M&T BK CORP	290	2265456	WILMINGTON, DE	NAT	2,284	2,284	100	93	2	0	N	0.00
DACOTAH BK/DACOTAH BKS	291	256553	ABERDEEN, SD	SMB	2,255	2,255	100	93	35	0	N	0.00
NICOLET NB/NICOLET BSHRS	292	2941068	GREEN BAY, WI	NAT	2,254	2,254	100	93	41	0	N	0.00
FIRST INTERNATIONAL B&TC/WATFORD CITY BSHRS	293	236153	WATFORD CITY, ND	SNM	2,210	2,210	100	93	25	0	N	0.00
WEST SUBURBAN BK/WEST SUBURBAN BC	294	375034	LOMBARD, IL	SNM	2,207	2,207	100	93	41	0	N	0.00
SUFFOLK CTY NB/SUFFOLK BC	295	799612	RIVERHEAD, NY	NAT	2,196	2,196	100	93	26	0	N	0.00
COLUMBIA BK/FULTON FNCL CORP	296	1189993	COLUMBIA, MD	SNM	2,189	2,189	100	93	31	0	N	0.00
SUN NB/SUN BC	297	925710	VINELAND, NJ	NAT	2,184	2,184	100	93	34	0	N	0.00
COMMERCE B&TC/COMMERCE BSHRS CORP	298	824000	WORCESTER, MA	SNM	2,143	2,143	100	93	15	0	N	0.00
GLENS FALLS NB&TC/ARROW FC	299	866000	GLENS FALLS, NY	NAT	2,138	2,138	100	93	29	0	N	0.00
OLD SECOND NB/OLD SECOND BC	300	936136	AURORA, IL	NAT	2,137	2,137	100	93	23	0	N	0.00
NATIONAL CO-OP BK NA/NATIONAL CONSUMER CO-OP BK	301	99376	HILLSBORO, OH	NAT	2,131	2,131	100	93	3	0	N	0.00
BANK RHODE ISLAND/BROOKLINE BC	302	2434113	PROVIDENCE, RI	SMB	2,130	2,130	100	93	18	0	N	0.00
WILSON B&TC/WILSON BHC	303	159636	LEBANON, TN	SNM	2,128	2,128	100	93	25	0	N	0.00
LONE STAR NB/LONE STAR NAT BSHRS TX	304	842460	PHARR, TX	NAT	2,122	2,122	100	93	31	0	N	0.00
FIRST MID-IL B&T NA/FIRST MID-IL BSHRS	305	762447	MATTOON, IL	NAT	2,109	2,109	100	93	44	0	N	0.00
BANK OF HAMPTON ROADS/CAPGEN CAP GRP VI LLC	306	1161029	VIRGINIA BEACH, VA	SMB	2,099	2,099	100	93	33	0	N	0.00
CENTRAL B&TC/CENTRAL BSHRS	307	1007015	LEXINGTON, KY	SNM	2,095	2,095	100	93	22	0	N	0.00
BARRINGTON B&TC NA/WINTRUST FC	308	2508751	BARRINGTON, IL	NAT	2,075	2,075	100	93	6	0	N	0.00
BANK OF NY MELLON TC NA/BANK OF NY MELLON CORP	309	398668	LOS ANGELES, CA	NAT	2,073	2,073	100	93	0	0	N	0.00
EXCHANGE BK/FRANK P DOYLE TR ARTICLE IX	310	507068	SANTA ROSA, CA	SNM	2,067	2,067	100	93	18	0	N	0.00
FIRST ST CMNTY BK/FIRST ST BSHRS	311	707354	FARMINGTON, MO	SNM	2,038	2,038	100	93	50	0	N	0.00
PACIFIC CONTINENTAL BK/PACIFIC CONTINENTAL CORP	312	693662	EUGENE, OR	SNM	2,029	2,029	100	93	13	0	N	0.00
INDUSTRIAL & CMRL BK/EAST ASIA HC	313	1015560	NEW YORK, NY	NAT	2,020	2,020	100	93	12	0	N	31.00
HINSDALE B&TC/WINTRUST FC	314	2119773	HINSDALE, IL	SMB	2,013	2,013	100	93	11	0	N	0.00
BEAR ST BK/BEAR ST FNCL HOLDINGS LLC	315	324649	LITTLE ROCK, AR	SMB	1,986	1,986	100	93	48	0	N	0.00
ANCHOR BK NA/ANCHOR BC	316	900454	SAINT PAUL, MN	NAT	1,982	1,982	100	93	20	0	N	0.00
CITIZENS FIRST BK/VILLAGES BC	317	1867983	THE VILLAGES, FL	SNM	1,969	1,969	100	93	9	0	N	0.00
HERITAGE OAKS BK/CARPENTER BK PTNRS	318	797467	PASO ROBLES, CA	SNM	1,959	1,959	100	93	11	0	N	0.00
FIRST PREMIER BK/UNITED NAT CORP	319	374653	SIOUX FALLS, SD	SMB	1,959	1,959	100	93	16	0	N	0.00
BANK OF MARIN/BANK OF MARIN BC	320	1436204	CORTE MADERA, CA	SNM	1,950	1,950	100	93	20	0	N	0.00
ALERUS FNCL NA/ALERUS FC	321	933256	GRAND FORKS, ND	NAT	1,930	1,930	100	93	20	0	N	0.00
INDEPENDENCE BK OF KY/INDEPENDENCE BSHRS	322	648242	OWENSBORO, KY	SNM	1,924	1,924	100	93	21	0	N	0.00
MIDSOUTH BK NA/MIDSOUTH BC	323	223331	LAFAYETTE, LA	NAT	1,922	1,922	100	93	56	0	N	0.00
SOUTHWEST BK/FIRST TX BHC	324	423458	FORT WORTH, TX	SMB	1,920	1,920	100	93	16	0	N	0.00
KLEINBANK/KLEIN FNCL	325	303550	BIG LAKE, MN	SNM	1,912	1,912	100	93	22	0	N	0.00
BESSEMER TC NA/BESSEMER GRP	326	976703	NEW YORK, NY	NAT	1,911	1,911	100	93	0	0	N	0.00
NATIONAL BK OF INDIANAPOLIS/NATIONAL BK INDIANAPOLIS CORP	327	2132941	INDIANAPOLIS, IN	NAT	1,908	1,908	100	93	12	1	N	0.00
FARMERS NB/FARMERS NAT BC	328	680813	CANFIELD, OH	NAT	1,908	1,908	100	93	37	0	N	0.00
PEOPLES SCTY B&TC/PEOPLES FS CORP	329	278818	SCRANTON, PA	SNM	1,905	1,905	100	93	23	0	N	0.00
MERCHANTS BK/MERCHANTS BSHRS	330	166803	SOUTH BURLINGTON, VT	SNM	1,902	1,902	100	93	35	0	N	0.00
GEORGIA B&TC OF AUGUSTA/SOUTHEASTERN BK FC	331	1402610	AUGUSTA, GA	SNM	1,897	1,897	100	93	11	0	N	0.00
BAC FL BK/	332	725732	CORAL GABLES, FL	SNM	1,865	1,865	100	93	0	0	Y	0.00
STEARNS BK NA/STEARNS FNCL SVC ESOP	333	141556	SAINT CLOUD, MN	NAT	1,861	1,861	100	93	9	0	N	0.00
CROSSFIRST BK/CROSSFIRST HOLD LLC	334	3594005	LEAWOOD, KS	SNM	1,854	1,854	100	93	3	0	N	0.00
WASHINGTONFIRST BK/WASHINGTONFIRST BSHRS INC	335	3253571	RESTON, VA	SNM	1,849	1,849	100	93	19	0	N	0.00
BANK OF THE SIERRA/SIERRA BC	336	662369	PORTERVILLE, CA	SNM	1,842	1,842	100	94	29	0	N	0.00
TOWN BK/WINTRUST FC	337	2693264	HARTLAND, WI	SMB	1,841	1,841	100	94	19	0	N	0.00
SUNFLOWER BK NA/SUNFLOWER FNCL	338	474759	SALINA, KS	NAT	1,839	1,839	100	94	38	0	N	0.00
TOMPKINS TC/TOMPKINS FNCL CORP	339	433608	ITHACA, NY	SNM	1,837	1,837	100	94	13	0	N	0.00
CALIFORNIA REPUBLIC BK/CALIFORNIA REPUBLIC BC	340	3669930	IRVINE, CA	SMB	1,837	1,837	100	94	4	0	N	0.00
STAR FNCL BK/STAR FNCL GRP	341	547840	FORT WAYNE, IN	SNM	1,831	1,831	100	94	41	0	N	0.00
WEST BK/WEST BC	342	139740	WEST DES MOINES, IA	SNM	1,816	1,816	100	94	10	0	N	0.00
BANK OF EDWARDSVILLE/BANC ED CORP	343	219343	EDWARDSVILLE, IL	SNM	1,815	1,815	100	94	20	0	N	0.00
NORTHBROOK B&TC/WINTRUST FC	344	2938198	NORTHBROOK, IL	SMB	1,793	1,793	100	94	6	0	N	0.00
HARBOR CMNTY BK/HCBF HC	345	883137	FORT PIERCE, FL	SNM	1,779	1,779	100	94	41	0	N	0.00
FIDELITY BK/FIDELITY BSHRS NC	346	584920	FUQUAY VARINA, NC	SNM	1,778	1,778	100	94	58	0	N	0.00
GUARANTY B&TC NA/GUARANTY BSHRS	347	112163	MOUNT PLEASANT, TX	NAT	1,778	1,778	100	94	25	0	N	0.00
CAMBRIDGE TC/CAMBRIDGE BC	348	736206	CAMBRIDGE, MA	SNM	1,774	1,774	100	94	10	0	N	0.00
INTER NB/BANORTE USA CORP	349	894553	MCALLEN, TX	NAT	1,770	1,770	100	94	20	0	N	93.00
HAMILTON ST BK/HAMILTON ST BSHR	350	3294583	HOSCHTON, GA	SNM	1,764	1,764	100	94	27	0	N	0.00
REPUBLIC BK OF CHICAGO/REPUBLIC BC CO	351	671334	OAK BROOK, IL	SNM	1,755	1,755	100	94	18	0	N	0.00
CENTRAL BK OF ST LOUIS/CENTRAL BANCOMPANY INC	352	506249	CLAYTON, MO	SMB	1,743	1,743	100	94	14	0	N	0.00
BCB CMNTY BK/BCB BC	353	2954059	BAYONNE, NJ	SNM	1,736	1,736	100	94	17	0	N	0.00
NATIONAL BK OF CMRC/NATIONAL CMRC CORP	354	3275939	BIRMINGHAM, AL	NAT	1,733	1,733	100	94	16	0	N	0.00
FIRST NB OF SANTA FE/STRATEGIC GROWTH BK	355	787253	ALBUQUERQUE, NM	NAT	1,728	1,728	100	94	26	0	N	0.00
C1 BK/C1 FNCL	356	2362074	SAINT PETERSBURG, FL	SNM	1,709	1,709	100	94	32	0	N	0.00
INTERAUDI BK/	357	538802	NEW YORK, NY	SNM	1,707	1,707	100	94	1	0	Y	0.00
FIRST INTERNET BK IN/FIRST INTERNET BC	358	2758613	INDIANAPOLIS, IN	SNM	1,700	1,700	100	94	0	0	N	0.00
CENTRAL BK OF BOONE CTY/CENTRAL BANCOMPANY INC	359	299046	COLUMBIA, MO	SMB	1,688	1,688	100	94	15	0	N	0.00
BAR HARBOR BK & TR CO/BAR HARBOR BSHRS	360	522605	BAR HARBOR, ME	SNM	1,687	1,687	100	94	14	0	N	0.00
CHEMUNG CANAL TC/CHEMUNG FC	361	884303	ELMIRA, NY	SMB	1,682	1,682	100	94	32	0	N	0.00
MIDWEST BANKCENTRE/STUPP BROS	362	657459	SAINT LOUIS, MO	SMB	1,670	1,670	100	94	15	0	N	0.00
CITIZENS NB/HENDERSON CITIZENS BSHRS	363	56351	HENDERSON, TX	NAT	1,665	1,665	100	94	31	0	N	0.00
MACATAWA BK/MACATAWA BC	364	2634351	HOLLAND, MI	SNM	1,665	1,665	100	94	28	0	N	0.00
AMERICAN BUS BK/	365	2734729	LOS ANGELES, CA	SNM	1,665	1,665	100	94	0	0	N	0.00
NORTHSTAR BK OF TX/CARLILE BSHRS	366	646453	DENTON, TX	SMB	1,654	1,654	100	94	24	0	N	0.00
MERCHANTS BK NA/MERCHANTS FNCL GROUP	367	779351	WINONA, MN	NAT	1,652	1,652	100	94	24	0	N	0.00
MINNWEST BK/MINNWEST CORP	368	302656	REDWOOD FALLS, MN	SNM	1,639	1,639	100	94	23	0	N	0.00
RIVER CITY BK/	369	253468	SACRAMENTO, CA	SNM	1,634	1,634	100	94	12	0	N	0.00
ISABELLA BK/ISABELLA BK CORP	370	74140	MOUNT PLEASANT, MI	SMB	1,631	1,631	100	94	28	0	N	0.00
JEFFERSON BK/JEFFERSON BSHRS	371	45560	SAN ANTONIO, TX	SNM	1,622	1,622	100	94	12	0	N	0.00
PULASKI BK NA/FIRST BUSEY CORP	372	11275	CREVE COEUR, MO	NAT	1,619	1,619	100	94	12	0	N	0.00
CENTRAL BK OF THE MW/CENTRAL BANCOMPANY INC	373	704559	LEE'S SUMMIT, MO	SMB	1,609	1,609	100	94	33	0	N	0.00
CRESCOM BK/CAROLINA FC	374	3013823	CHARLESTON, SC	SNM	1,605	1,605	100	94	28	0	N	0.00
AMERICAN NB&TC/AMERICAN NAT BSHRS	375	958727	DANVILLE, VA	NAT	1,598	1,598	100	94	28	0	N	0.00
FIRST NB/FIRST BC	376	439404	DAMARISCOTTA, ME	NAT	1,587	1,587	100	94	16	0	N	0.00
OLD LINE BK/OLD LINE BSHRS	377	1401387	BOWIE, MD	SNM	1,583	1,583	100	94	23	0	N	0.00
DBA FIRST CONVENIENCE BK/FIRST CMNTY BSHRS	378	613950	KILLEEN, TX	NAT	1,582	1,582	100	94	306	0	N	0.00
KS STATEBANK/MANHATTAN BC	379	160959	MANHATTAN, KS	SNM	1,577	1,577	100	94	6	0	N	0.00
RED RIVER BK/RED RIVER BSHRS	380	2743244	ALEXANDRIA, LA	SNM	1,577	1,577	100	94	20	0	N	0.00
DBA REPUBLIC BANK/REPUBLIC FIRST BC	381	1216321	PHILADELPHIA, PA	SNM	1,577	1,577	100	94	18	0	N	0.00
EMPRISE BK/EMPRISE FC	382	65858	WICHITA, KS	SNM	1,570	1,570	100	94	36	0	N	0.00
FRANDSEN B&T/FRANDSEN FC	383	751656	LONSDALE, MN	SMB	1,569	1,569	100	94	33	0	N	0.00
MARQUETTE BK/MARQUETTE NAT CORP	384	716833	CHICAGO, IL	SMB	1,564	1,564	100	94	21	0	N	0.00
SUMMIT CMNTY BK/SUMMIT FNCL GROUP	385	2372774	MOOREFIELD, WV	SNM	1,559	1,559	100	94	14	0	N	0.00
FIRST FARMERS B&TC/FIRST FARMERS FC	386	139843	CONVERSE, IN	SMB	1,557	1,557	100	94	38	0	N	0.00
AUSTIN BK TX NA/JSA FAM LP	387	548351	JACKSONVILLE, TX	NAT	1,552	1,552	100	94	60	0	N	0.00
FIRST B&TC/FIRST BC	388	223322	LEBANON, VA	SMB	1,551	1,551	100	94	20	0	N	0.00
CB&S BK/CBS BANC CORP	389	594433	RUSSELLVILLE, AL	SNM	1,547	1,547	100	94	54	0	N	0.00
PEOPLES INTERMOUNTAIN BK/PEOPLES UT BC	390	984379	AMERICAN FORK, UT	SNM	1,547	1,547	100	94	17	0	N	0.00
EQUITY BK/EQUITY BSHRS	391	139656	ANDOVER, KS	SMB	1,545	1,545	100	94	28	0	N	0.00
HOME BK NA/HOME BC	392	929978	LAFAYETTE, LA	NAT	1,545	1,545	100	94	30	0	N	0.00
LAFAYETTE AMBASSADOR BK/FULTON FNCL CORP	393	140018	BETHLEHEM, PA	SMB	1,531	1,531	100	94	20	0	N	0.00
NORTHERN B&TC/NORTHERN BC	394	900306	WOBURN, MA	SNM	1,517	1,517	100	94	12	0	N	0.00
VIST BK/TOMPKINS FNCL CORP	395	678717	WYOMISSING, PA	SNM	1,517	1,517	100	94	20	0	N	0.00
YOUR CMNTY BK/YOUR CMNTY BSHRS	396	54375	NEW ALBANY, IN	SNM	1,516	1,516	100	94	35	0	N	0.00
BANKWELL BK/BANKWELL FNCL GRP	397	3109043	NEW CANAAN, CT	SNM	1,512	1,512	100	94	9	0	N	0.00
WOORI AMER BK/	398	384018	NEW YORK, NY	SNM	1,510	1,510	100	94	12	0	N	100.00
NORTHRIM BK/NORTHRIM BC	399	1718188	ANCHORAGE, AK	SNM	1,509	1,509	100	94	13	0	N	0.00
MUTUALBANK/MUTUALFIRST FNCL	400	810777	MUNCIE, IN	SNM	1,508	1,508	100	94	30	0	N	0.00
FIRST ST BK/BRISCOE RANCH	401	273662	UVALDE, TX	SNM	1,503	1,503	100	94	7	0	N	0.00
PEOPLES BK A CODORUS VALLEY CO/CODORUS VALLEY BC	402	556815	YORK, PA	SNM	1,501	1,501	100	94	31	0	N	0.00
FIRST BK HIGHLAND PARK/BANK OF HIGHLAND PK FNCL CORP	403	804338	HIGHLAND PARK, IL	SNM	1,492	1,492	100	94	1	0	N	0.00
PEOPLES BK/PEOPLES BC	404	455972	BELLINGHAM, WA	SNM	1,491	1,491	100	94	25	0	N	0.00
BANK OF TAMPA/TAMPA BAY BKG CO	405	273336	TAMPA, FL	SNM	1,490	1,490	100	94	8	0	N	0.00
MVB BK INC/MVB FC	406	2757205	FAIRMONT, WV	SNM	1,483	1,483	100	94	12	0	N	0.00
DUBUQUE B&TC/HEARTLAND FNCL USA	407	642549	DUBUQUE, IA	SNM	1,473	1,473	100	94	12	0	N	0.00
FIRST GUARANTY BK/FIRST GUARANTY BSHRS	408	422433	HAMMOND, LA	SNM	1,457	1,457	100	94	20	0	N	0.00
PARAGON CMRL BK/PARAGON CMRL CORP	409	2806626	RALEIGH, NC	SNM	1,454	1,454	100	94	2	0	N	0.00
GULF COAST B&TC/	410	1458608	NEW ORLEANS, LA	SNM	1,437	1,437	100	94	20	0	N	0.00
ROYAL BUS BK/RBB BC	411	3835454	LOS ANGELES, CA	SNM	1,437	1,437	100	94	12	0	N	0.00
FIRST FIDELITY BK NA/FIRST FIDELITY BC	412	106359	OKLAHOMA CITY, OK	NAT	1,436	1,436	100	94	28	0	N	0.00
BRYANT BK/	413	3356191	TUSCALOOSA, AL	SNM	1,434	1,434	100	94	13	0	N	0.00
FIRST DAKOTA NB/FIRST DAKOTA FC	414	441256	YANKTON, SD	NAT	1,426	1,426	100	94	17	0	N	0.00
LOS ALAMOS NB/TRINITY CAP CORP	415	205654	LOS ALAMOS, NM	NAT	1,414	1,414	100	94	6	0	N	0.00
QUAD CITY B&TC/QCR HOLDS	416	2142155	BETTENDORF, IA	SMB	1,413	1,413	100	94	4	0	N	0.00
NORTHWEST BK/NORTHWEST FC	417	1387605	SPENCER, IA	SNM	1,413	1,413	100	94	18	0	N	0.00
CORNERSTONE BK/FIRST YORK BC	418	403151	YORK, NE	SMB	1,410	1,410	100	94	36	0	N	0.00
SEASIDE NB&TC/THREE SHORES BC	419	3487518	ORLANDO, FL	NAT	1,410	1,410	100	94	13	0	N	0.00
CITIZENS & FARMERS BK/C&F FC	420	928421	WEST POINT, VA	SNM	1,407	1,407	100	94	24	0	N	0.00
SOUTHERN BK/SOUTHERN MO BC	421	272272	POPLAR BLUFF, MO	SMB	1,400	1,400	100	94	36	0	N	0.00
CASHMERE VALLEY BK/	422	574976	CASHMERE, WA	SNM	1,400	1,400	100	94	9	0	N	0.00
BANTERRA BK/BANTERRA CORP	423	502849	MARION, IL	SNM	1,391	1,391	100	94	35	0	N	0.00
UNITED BK IA/IDA GROVE BSHRS	424	738040	IDA GROVE, IA	SNM	1,375	1,375	100	94	27	0	N	0.00
EXTRACO BKS NA/EXTRACO CORP	425	537560	TEMPLE, TX	NAT	1,369	1,369	100	94	17	0	N	0.00
FIRST ST BK CENTRAL TX/CENTRAL CMNTY CORP	426	751759	AUSTIN, TX	SNM	1,360	1,360	100	94	30	0	N	0.00
CIVISTA BK/CIVISTA BSHRS	427	542528	SANDUSKY, OH	SMB	1,359	1,359	100	94	26	0	N	0.00
WHITAKER BK/WHITAKER BC	428	1445943	LEXINGTON, KY	SMB	1,352	1,352	100	94	34	0	N	0.00
